0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:03:24 +0530] "GET /Parlimate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:03:26 +0530] "GET /Parlimate/ HTTP/1.1" 200 23875
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:03:26 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:07 +0530] "POST /Parlimate/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:09 +0530] "GET /Parlimate/GetPostListServlet HTTP/1.1" 200 126375
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:09 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:09 +0530] "GET /Parlimate/edit.css HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:09 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:09 +0530] "GET /Parlimate/header.css HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:09 +0530] "GET /Parlimate/fund-popup.css HTTP/1.1" 200 6160
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:09 +0530] "GET /Parlimate/fund-pop.js HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:16 +0530] "GET /Parlimate/Announcements/GetListServlet?announcementId=123 HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:16 +0530] "GET /Parlimate/Announcements/GetListServlet?announcementId=123 HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:16 +0530] "GET /Parlimate/Fundraising/fundraising.jsp HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:16 +0530] "GET /Parlimate/Fundraising/fundraising.jsp HTTP/1.1" 500 3338
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:20 +0530] "GET /Parlimate/Fundraising/fundraising.jsp HTTP/1.1" 200 38293
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:20 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:20 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:20 +0530] "GET /Parlimate/Fundraising/header.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:20 +0530] "GET /Parlimate/Fundraising/fund-popup.css HTTP/1.1" 200 6160
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:20 +0530] "GET /Parlimate/loadSidebar.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:20 +0530] "GET /Parlimate/Fundraising/fundraising.css HTTP/1.1" 200 5980
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:20 +0530] "GET /Parlimate/Fundraising/fund-pop.js HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:23 +0530] "GET /Parlimate/Notification/notification.jsp HTTP/1.1" 200 12811
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:23 +0530] "GET /Parlimate/Notification/notification.jsp HTTP/1.1" 200 12811
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:23 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:23 +0530] "GET /Parlimate/Notification/header.css HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:23 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:23 +0530] "GET /Parlimate/notifications.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:25 +0530] "GET /Parlimate/Surveys/surveys.jsp HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:25 +0530] "GET /Parlimate/Surveys/surveys.jsp HTTP/1.1" 200 18115
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:25 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:25 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:25 +0530] "GET /Parlimate/Surveys/header.css HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:25 +0530] "GET /Parlimate/Surveys/surveys.css HTTP/1.1" 200 3443
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:26 +0530] "GET /Parlimate/Announcements/GetListServlet?announcementId=123 HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:26 +0530] "GET /Parlimate/Announcements/GetListServlet?announcementId=123 HTTP/1.1" 200 32075
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:26 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:26 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:26 +0530] "GET /Parlimate/Announcements/header.css HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:26 +0530] "GET /Parlimate/Announcements/ann.css HTTP/1.1" 200 12224
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /Parlimate/Fundraising/fundraising.jsp HTTP/1.1" 200 38293
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /Parlimate/loadSidebar.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /Parlimate/Fundraising/header.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /Parlimate/Notification/notification.jsp HTTP/1.1" 200 12811
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /Parlimate/Notification/notification.jsp HTTP/1.1" 200 12811
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /Parlimate/notifications.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:28 +0530] "GET /Parlimate/Notification/header.css HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:29 +0530] "GET /Parlimate/Surveys/surveys.jsp HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:29 +0530] "GET /Parlimate/Surveys/surveys.jsp HTTP/1.1" 200 18115
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:29 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:29 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:29 +0530] "GET /Parlimate/Surveys/header.css HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:30 +0530] "GET /Parlimate/DiscussionRoom/discussion-room.jsp HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:30 +0530] "GET /Parlimate/DiscussionRoom/discussion-room.jsp HTTP/1.1" 200 40597
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:30 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:30 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:30 +0530] "GET /Parlimate/DiscussionRoom/header.css HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:30 +0530] "GET /Parlimate/assets/images/AKD.jpg HTTP/1.1" 200 118476
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:30 +0530] "GET /Parlimate/loadSidebar.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:30 +0530] "GET /Parlimate/assets/images/images.jpeg HTTP/1.1" 200 8085
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:30 +0530] "GET /Parlimate/DiscussionRoom/discussion-room.css HTTP/1.1" 200 7149
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:31 +0530] "GET /Parlimate/DiscussionRoom/reqPop.css HTTP/1.1" 200 6108
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:31 +0530] "GET /Parlimate/DiscussionRoom/reqPop.js HTTP/1.1" 200 1598
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:31 +0530] "GET /Parlimate/assets/images/ranil.jpg HTTP/1.1" 200 23947
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:31 +0530] "GET /Parlimate/DiscussionRoom/discussin.js HTTP/1.1" 200 1084
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:32 +0530] "GET /Parlimate/Help/help.jsp HTTP/1.1" 200 13841
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:32 +0530] "GET /Parlimate/Help/help.jsp HTTP/1.1" 200 13841
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:32 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:32 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:32 +0530] "GET /Parlimate/Help/header.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:32 +0530] "GET /Parlimate/Help/help1.css HTTP/1.1" 200 2890
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:32 +0530] "GET /Parlimate/Help/help.js HTTP/1.1" 200 889
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:35 +0530] "GET /Parlimate/GetPostListServlet HTTP/1.1" 200 126375
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:35 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:35 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:35 +0530] "GET /Parlimate/edit.css HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:35 +0530] "GET /Parlimate/header.css HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:37 +0530] "GET /Parlimate/Profile/profile.jsp HTTP/1.1" 200 14487
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:37 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:37 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:37 +0530] "GET /Parlimate/Profile/header.css HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:37 +0530] "GET /Parlimate/Profile/profile.css HTTP/1.1" 200 3755
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:41 +0530] "GET /Parlimate/Profile/editProfile/edit.jsp HTTP/1.1" 200 16810
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:41 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:41 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:41 +0530] "GET /Parlimate/Profile/editProfile/edit.css HTTP/1.1" 200 2862
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:47 +0530] "POST /Parlimate/Profile/GetPostAllServlet HTTP/1.1" 200 21027
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:47 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:47 +0530] "GET /sidebar1.css HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:47 +0530] "GET /Parlimate/Profile/header.css HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [26/Jan/2025:07:06:47 +0530] "GET /Parlimate/postDetails.css HTTP/1.1" 200 1934
